Country,Code,Year,LifeExpectancy_LR,AirPollution,AlcoholConsumption,TempAnnualMean,Temp5YrSmooth,Adult Mortality_LR,infant deaths_LR,Alcohol_LR,percentage expenditure_LR,Hepatitis B_LR,Measles_LR,BMI_LR,under-five deaths_LR,Polio_LR,Total expenditure_LR,Diphtheria_LR,HIV/AIDS_LR,GDP_LR,Population_LR,thinness  1-19 years_LR,thinness 5-9 years_LR,Income composition of resources_LR,Schooling_LR,Mortality Rate under 5,TB_Cases_per_100k,Mean years of schooling,Share of Population Using Clean Cooking Fuels (%),Infant Mortality Rate – Total (per 100 births),Population Using Safe Water (%),Sterberate Alkohol,Sterberate Drogen,Primary energy consumption
Mauritius,MUS,2018,74.4909,9.64568180967703,7.52,23.83,23.87,141.0029411764708,0.0,-0.6404404761905198,520.9266843142577,101.39117647058822,-55.55147058823786,28.289705882352962,0.0,101.62647058823529,5.46477380952382,101.23823529411766,0.11397058823529416,7641.384499067615,488712.03823529184,6.596323529411762,6.52000000000001,0.8008500000000005,15.598823529411789,15.3,13.0,10.2,98.7,1.3686532,64.71782099599137,3.985702676281551,5.629991645374494,28.407331
Mexico,MEX,2018,74.3009,16.652186272493,5.72,21.66,21.86,83.5,23.102941176470267,5.516678571428571,444.794644305618,85.40441176470586,-10.185294117647118,49.138088235294106,25.80882352941171,87.82058823529428,6.906857142857149,87.92794117647054,0.1,7030.834980458778,53275014.94264698,1.4208823529411774,1.367647058823529,0.7742411764705874,13.489264705882363,14.7,23.0,9.968,84.6,1.265692,42.630024,2.5100900207400048,2.908534716025997,2265.2773
Moldova,MDA,2018,70.2355,17.080793755092,11.36,11.52,11.74,152.70147058823568,1.0,9.81247619047619,0.0,90.8308823529411,-705.3867647058796,40.27294117647057,0.8308823529411811,88.96176470588239,5.006523809523799,28.264705882353155,0.1,8307.809811306384,13456563.520530397,2.376470588235293,2.551470588235304,0.6598513368983958,12.4773440285205,15.1,86.0,10.824,97.0,1.2845222,73.789215,9.211211129972646,10.171775637720764,41.25079
Mongolia,MNG,2018,70.5743,30.340789040395,7.93,1.47,1.89,167.06176470588252,0.5897058823529449,0.912214285714299,231.76029196015952,99.6455882352941,4230.082352941157,47.185441176470704,0.9029411764705912,99.27647058823533,4.087345238095224,99.0735294117647,0.1,4977.783596881316,1957311.6955882348,2.0480882352941165,2.171323529411765,0.7750764705882354,17.10191176470596,16.4,428.0,9.908,48.4,1.4182037,35.577793,19.814155977132533,20.42888333989435,71.14611
Montenegro,MNE,2018,76.9215,22.0010575045609,5.4378089983022075,11.1,10.68,3.3455882352936896,0.0,4.7253367875648,735.4295721251183,77.18181818181802,1.5514705882352757,40.75955882352923,0.0,116.98181818181729,5.824333333333357,117.0,0.1,10063.888499841094,346286.1205882351,1.5476470588235287,1.594558823529411,1.1881794117646933,22.42470588235301,3.3,15.0,8.577655464699909,61.8,0.28559038,84.953575,1.672557082087884,1.9126431521746128,13.799068
Morocco,MAR,2018,73.9456,23.1856283839847,0.49,19.46412393162393,19.46826617826618,84.61029411764684,14.889705882352928,0.5312380952380953,131.54745579439714,117.57647058823477,-2638.285294117639,58.87632352941182,17.216176470588152,101.36911764705883,6.6412738095237955,101.125,0.1,2807.7087628029403,15529461.060294151,6.213823529411762,6.046911764705882,0.6719705882352933,13.1101470588236,20.2,99.0,6.558,98.1,1.7379875,73.15412,0.1257620556777494,1.6455641310446405,241.81398
Mozambique,MOZ,2018,60.7904,18.8259193532117,2.03,24.56,24.66,152.10147058823532,50.95294117647063,0.36792857142856406,17.543925105445396,64.61666666666667,-5384.714705882361,16.234852941176467,68.46176470588216,58.06764705882324,5.824952380952379,68.74117647058824,3.4816176470587834,524.9414070895582,11256989.444117635,3.400147058823535,3.297205882352941,0.4512823529411776,10.84102941176468,69.5,361.0,3.856,4.7,5.4201937,64.71782099599137,1.4123606003384728,1.7056888749945291,70.11783
Myanmar,MMR,2018,66.2322,31.5559916967562,2.12,23.7,23.96,8.748529411765048,30.313235294117476,0.3340476190476189,35.11528359722979,93.99450549450466,508.767647058834,22.31941176470582,39.091176470588834,53.625,2.1980952380952417,69.0397058823529,0.43176470588235283,1571.6872656723135,24484448.119117677,12.780735294117633,12.940147058823527,0.5867338235294142,9.680735294117653,46.0,338.0,8.577655464699909,31.3,3.6709301,54.24494,10.158045829116164,10.287904582882206,172.26006
Namibia,NAM,2018,62.5787,19.9748546561693,5.93,19.46412393162393,19.46826617826618,197.7338235294119,2.4426470588235247,1.9685238095238446,612.1627002435198,97.0190476190478,1046.2808823529413,35.717058823529214,3.2102941176470523,102.55735294117676,9.74795238095237,90.94264705882347,-6.032941176470558,5683.795231561759,775018.5882352889,4.199264705882342,4.0125000000000455,0.6525941176470607,11.4975,50.1,524.0,6.784,45.9,3.117231,64.71782099599137,1.066034733237201,1.4828074260184612,23.27655
Nepal,NPL,2018,69.036,64.2108322791754,1.36,14.26,14.25,178.71911764705874,8.835294117647209,0.24342857142857,67.12306161408378,110.03846153846098,-2816.591176470509,20.508382352941112,9.126470588234952,61.52794117647068,6.477440476190466,85.0676470588237,0.17014705882352965,666.2602269586787,24053954.508823633,15.171764705882424,15.48382352941178,0.5822044117647103,13.403676470588152,33.0,245.0,5.89,32.0,2.7163038,20.895864,0.4534913697454006,0.8511814128079727,49.9894
Netherlands,NLD,2018,81.7813,12.0708917579666,9.3,11.41,11.23,42.91029411764703,1.0,5.495595238095234,776.3733995368239,185.1999999999971,500.37058823529514,53.72941176470588,1.0,96.025,4.453011904761922,96.025,0.1,41711.18852592632,8102839.680882335,0.9508823529411767,0.8204411764705881,0.9376117647058821,18.277647058823533,4.0,5.3,11.788,100.0,0.34545848,99.97262,3.0057114936616407,4.2008983733451455,1026.7698
New Zealand,NZL,2018,81.8838,7.21258721355312,9.89,11.05,10.87,49.17205882352937,0.0,9.289161764705884,4427.402336133353,101.30147058823513,194.02352941176287,79.19691176470587,0.0,97.30882352941194,12.39482142857139,133.59411764705874,0.1,19125.16051420581,13456563.520530397,0.3557352941176468,0.3,0.9233205882352937,20.442205882352937,5.2,7.2,10.85,100.0,0.42087355,97.14286,1.039332650568261,3.0406276332828037,258.47
Nicaragua,NIC,2018,73.8787,17.5246038706428,4.17,25.64,26.1,128.4970588235292,1.4720588235294372,3.4831309523809537,428.8729995775211,104.93823529411748,0.0,42.19485294117648,1.7264705882353155,108.95588235294099,9.285809523809519,104.93823529411748,-0.025147058823527857,2165.1936475852854,2421591.0647058785,1.6398529411764713,1.5569117647058803,0.6562161764705898,12.029705882352943,16.4,41.0,7.556,54.1,1.493021,55.374985,4.66618617361085,4.837989999535408,28.144852
Niger,NER,2018,59.7646,86.0227651747159,0.13,28.13,28.03,171.89264705882306,45.601470588235316,0.034761904761904105,19.700093661363226,81.14285714285688,-19217.864705882035,20.386470588235284,73.36911764705928,68.33235294117685,6.131047619047621,76.447058823529,0.22058823529411598,391.8868360982342,21057617.025000095,2.2555882352942263,3.0973529411762684,0.37091470588235254,6.089411764705858,122.8,87.0,2.8,2.3,6.233522,64.71782099599137,0.5927293388448128,0.609699729416704,10.389251
Nigeria,NGA,2018,52.669,57.0231990642382,4.21,27.41,27.48,544.1367647058796,467.0514705882342,5.274773809523708,208.30752839256093,60.36363636363603,-53014.92647058889,26.019117647058692,707.1161764705867,56.645588235294326,4.01080952380952,59.648529411764684,3.7920588235294304,3589.4938663036446,81864617.05588222,2.613235294117885,3.224117647058847,0.7605382352941206,10.717058823529442,120.2,219.0,8.577655464699909,10.7,7.5674386,26.707813,0.6391439153914594,0.6656655249118124,488.3947
Norway,NOR,2018,82.7599,6.69607752509394,6.8,2.53,2.77,51.580882352941444,0.0,6.558794117647054,1464.4512156924466,83.86914997675701,13.152941176470677,36.22985294117643,0.0,95.36323529411766,9.482,109.23088235294108,0.1,9758.143264323473,1813602.0838235319,0.7254411764705884,0.7,0.9556647058823526,17.776029411764704,2.5,4.1,12.092,100.0,0.19967584,99.040245,3.556960855565339,8.596831436244555,552.5391
Oman,OMN,2018,79.8642,49.6250528984572,0.88,27.95,28.01,-7.232352941176941,1.0,0.4981309523809525,525.7719102809133,98.45735294117648,2.2897058823530188,53.08397058823539,1.0,98.40735294117647,2.33609523809524,98.44117647058825,0.1,15268.313853720669,13456563.520530397,6.9354411764705866,6.824999999999999,0.9543132352941228,14.822205882352932,10.9,6.1,8.577655464699909,100.0,0.94006747,89.8931,0.1792902462103583,0.5416211073784332,375.74258
Pakistan,PAK,2018,66.4807,62.3894976390133,0.1,22.24,21.74,185.8088235294117,357.76176470588234,0.04367857142857101,44.24617783732947,84.41758241758271,4017.1529411764714,24.56926470588246,432.9897058823526,64.29558823529412,3.0249999999999986,76.80441176470572,0.1,1325.5743016373453,123665300.32205772,8.824558823529514,3.684558823529642,0.5747147058823536,8.860441176470601,68.8,265.0,6.202,46.0,5.7274985,46.504486,0.3850444812117797,0.8412712681885698,971.03046
Panama,PAN,2018,78.2656,13.2136956449094,6.6,25.56,25.88,97.06764705882324,0.6926470588235247,7.665571428571411,1265.6363813979551,35.52380952380736,0.6823529411764753,61.010735294117694,0.8382352941176521,56.66176470588289,7.876000000000001,37.8455882352946,0.07249999999999979,11830.534961026628,3605180.597058773,1.7399999999999949,1.6682352941176504,0.7939250000000015,13.15176470588235,16.5,52.0,10.288,100.0,1.4168507,64.71782099599137,0.5904879348971893,0.941561247587652,130.1864
Papua New Guinea,PNG,2018,65.1139,16.9173285412659,1.7,24.76,24.77,240.54411764705947,9.698529411764724,0.18230952380952203,37.91587558789706,78.1235294117646,-3411.691176470602,52.53514705882344,12.48382352941178,67.67352941176466,3.4744166666666843,79.73970588235306,0.6700000000000017,1184.1912870220258,6576098.417647064,1.213235294117652,1.2050000000000018,0.5393632352941182,11.438970588235406,47.2,432.0,4.748,9.2,3.743929,64.71782099599137,0.7292140884762233,0.8199145483583234,29.388498
Paraguay,PRY,2018,73.6271,10.4898126276478,5.6,23.74,24.2,136.74117647058824,2.214705882352945,2.967083333333335,414.3401599256613,101.98351648351581,0.0,42.9282352941176,2.282352941176441,76.99558823529412,5.9057380952380925,89.25441176470589,0.174558823529412,4055.9346295117866,7139249.145588279,1.8170588235294218,1.7466176470588266,0.7037308823529411,12.420441176470597,20.1,43.0,8.658,67.7,1.7163738,63.916706,4.039776044231275,4.232567751737368,149.09532
Peru,PER,2018,76.018,30.6265686811297,7.45,19.59,19.99,87.64852941176468,4.632352941176578,3.6599166666666605,770.7797872663941,64.85164835164869,1.0852941176470665,52.01647058823551,5.767647058823513,94.28529411764703,5.408309523809521,76.92352941176466,-0.013529411764707788,5501.481502770621,11323674.552941322,0.9732352941176501,0.9732352941176501,0.7483382352941161,13.313970588235295,16.9,119.0,9.82,80.7,1.2595527,50.83094,0.733999700449904,1.2163852398051742,318.42453
Philippines,PHL,2018,69.7615,20.5885077839401,6.18,26.55,26.61,213.96911764705885,48.9735294117645,4.736952380952374,141.31137749234404,86.05882352941171,14960.594117647037,26.70117647058828,60.82352941176441,86.66470588235279,5.372261904761842,61.42941176470595,0.1,3144.943565827911,12269297.758823395,1.0,9.716911764705882,0.6939970588235278,11.708970588235292,27.9,554.0,9.32,45.2,2.214183,46.97026,0.4966149723181783,0.6196509858354298,549.69855
Poland,POL,2018,77.6232,22.4094051941271,11.63,9.95,9.75,32.657352941176214,1.508823529411785,12.691309523809537,71.02921896892803,96.54117647058823,12.555882352940898,50.62602941176476,1.529411764705884,92.88970588235293,7.056226190476181,98.75,0.1,13131.730257754214,8520450.708823442,1.738382352941187,1.8405882352941063,0.8630779411764689,16.09308823529412,4.5,16.0,11.942,100.0,0.3878244,90.69059,13.784360748432114,14.476818385348402,1222.0825
Portugal,PRT,2018,81.5915,9.02601451562929,10.45,15.82,16.2,107.45294117647063,-0.4147058823529477,10.494154761904838,1424.4190792460286,118.93970588235334,-0.7485294117645935,51.18970588235288,-0.5514705882352757,98.47647058823532,5.388095238095218,98.08088235294116,0.1,11666.78080611765,367254.90882351995,0.6585294117647056,0.44485294117647456,0.8477102941176469,16.66323529411767,3.5,21.0,9.392,100.0,0.28844997,94.864136,1.5691869574379045,2.840758401113905,307.7067
Qatar,QAT,2018,82.7136,93.3069571843647,1.15,28.96,28.65,50.17500000000018,0.0,1.4439404761904768,3218.5929852308764,96.15882352941176,137.6941176470591,69.46397058823527,0.0,99.27205882352939,1.9036190476190455,109.99264705882342,0.1,79263.48954073526,13456563.520530397,5.275882352941174,4.825294117647054,0.8567867647058822,13.038382352941177,6.9,31.0,8.496,100.0,0.5616895,96.79409,0.0893283760671199,0.3379421070320811,558.8765
Romania,ROU,2018,75.1033,17.1719925973938,16.99,11.21,11.06,122.32352941176487,0.9750000000000227,6.425309523809517,596.2271192601402,69.06764705882324,2509.6470588235243,46.215588235294035,0.7485294117647072,87.8323529411764,6.169785714285723,88.63823529411775,0.1,7215.951995901414,5032351.345588207,2.225294117647053,2.3589705882352803,0.8396147058823544,16.69205882352935,7.3,68.0,11.196,100.0,0.60425186,81.93336,3.184556369771921,4.099804997780372,392.05106
Russia,RUS,2018,72.9363,12.3153675046294,10.42,-3.41,-2.83,276.73823529411857,10.279411764705856,11.0455,723.0481122633064,109.8690476190477,1094.1397058823495,45.40514705882356,11.792647058823604,97.76323529411765,8.112583333333362,97.61911764705883,0.16058823529411725,16796.289905373473,43648259.57499981,2.0592647058823417,2.076617647058825,0.8293411764705887,15.409852941176439,6.3,54.0,8.577655464699909,81.4,0.5094526,75.860115,2.723867603138273,3.7385137455812334,8432.208
Rwanda,RWA,2018,66.3539,30.1816687853678,1.88,19.07,19.21,93.92941176470777,3.5794117647060375,1.1884642857141898,11.842078521576468,101.09450549450548,-818.5455882353126,13.86676470588236,1.2264705882353155,116.23235294117694,9.423595238095345,117.10735294117694,-2.5389705882353155,496.81187602294085,7624727.392647028,5.4252941176470415,5.258823529411757,0.5471308823529384,12.372647058823645,44.3,59.0,4.992,2.3,3.206639,64.71782099599137,1.5066754405527345,2.18528303446624,6.1547008
Samoa,WSM,2018,71.0516,12.8245995074982,2.39,27.54,27.68,145.2514705882354,0.0,-0.0012142857142976027,528.6266620458773,26.695588235294053,1.3191176470588175,73.01558823529422,0.0,36.34264705882333,6.6681190476190295,48.06764705882324,0.1,4817.076847816177,112101.68823529407,0.2,0.08382352941176308,0.722676470588234,13.3154411764706,17.8,6.0,8.577655464699909,34.3,1.5311252,62.01586,0.7953820484332819,0.9136741169624376,1.5136653
Sao Tome and Principe,STP,2018,67.6015,20.0156978980911,5.01,19.46412393162393,19.46826617826618,82.37352941176505,0.0,0.1916547619047151,113.84055525990334,124.94505494505393,0.0,20.593676470588235,0.0,110.89852941176468,8.776571428571458,100.25147058823529,-0.17235294117648436,1530.9438328318938,136101.45294117648,4.8555882352940785,4.584411764705862,0.5825720588235299,11.557941176470592,18.1,124.0,8.577655464699909,2.8,1.4290466,35.132385,0.7736188189425293,0.9434373726919754,0.6657166
Saudi Arabia,SAU,2018,78.7499,61.9886640504678,0.0,26.6,26.36,115.71176470588216,6.617647058823536,0.11630952380952397,919.7993794569265,99.57647058823534,557.6970588235272,70.28735294117632,7.560294117647061,98.89705882352945,3.886559523809523,99.19117647058823,0.1,12790.40362070885,13456563.520530397,7.678970588235295,7.521617647058825,0.86063382352941,16.159558823529437,7.6,9.7,9.652,100.0,0.6550401,64.71782099599137,0.0119741828702948,0.184171217463866,3101.6775
Senegal,SEN,2018,67.3792,61.8009740540162,0.41,28.82,29.18,132.11029411764684,16.830882352941217,0.25197619047619035,-6.933242799804248,99.8205128205127,-6272.55735294125,23.164117647058788,19.26911764705892,105.71764705882288,4.241071428571416,112.11323529411766,0.2486764705882365,-151.48703701059276,10598255.132352948,2.622941176470704,3.80294117647054,0.5097838235294105,10.03720588235285,48.2,118.0,4.132,28.3,3.1862206,25.432404,0.8026982594810829,0.8380780844575408,39.58574
Serbia,SRB,2018,76.0356,27.1283419584164,5.4378089983022075,12.62,12.22,119.0264705882355,1.0,10.697630952380962,640.3111214963355,98.86363636363649,178.58088235294053,45.93014705882365,0.8308823529411811,94.09999999999998,2.916738095238088,93.85294117647058,0.1,6142.696851283836,1317552.3779411912,1.8054411764705947,1.7980882352941165,0.7936470588235292,14.471617647058821,5.8,17.0,11.628,76.9,0.5000571,74.94201,4.235957260864951,5.149574520453434,196.85847
Seychelles,SYC,2018,72.1756,9.35591484940797,11.99,27.3,27.4,104.5029411764699,0.0,0.06961904761897131,413.8414960241771,99.28970588235295,0.20882352941175952,38.84911764705885,0.0,98.56176470588235,2.96010714285714,98.56176470588235,0.1,6807.410713642646,71927.8647058825,5.490882352941185,5.824411764705886,0.9023720588235236,14.155441176470589,14.8,17.0,8.577655464699909,100.0,1.2708508,64.71782099599137,0.5965160415212183,1.3900513693101182,4.6721234
Sierra Leone,SLE,2018,59.0587,44.3351501101334,0.26,26.75,26.85,314.0985294117654,21.8955882352941,0.23220238095234436,13.03845784965415,98.7277777777781,260.20588235295145,23.391029411764748,28.564705882352882,104.26911764705892,7.425000000000011,105.35441176470613,0.72352941176473,356.0316452379411,-143781.5514705181,9.495588235294065,10.27161764705886,0.45926176470587876,10.20926470588239,113.4,298.0,4.686,0.7,8.504227,9.178475,0.8115998998820529,0.8361630375003323,4.4665146
Singapore,SGP,2018,83.3783,15.9768571619193,1.87,27.84,27.99,39.98088235294108,0.0,1.7393382352941176,4043.4719759796862,96.73970588235295,-33.30147058823786,32.945882352941226,0.0,96.71176470588236,5.267678571428576,96.5735294117647,0.1,58524.61486607324,13456563.520530397,2.1991176470588236,2.2277941176470613,0.9621161764705874,16.487352941176425,2.5,46.0,12.852,100.0,0.20865217,100.0,0.0679141951898573,0.2339753771034739,950.5948
Slovakia,SVK,2018,77.265,18.678784905987,10.48,10.06,9.68,71.63088235294163,0.0,10.12094047619047,0.0,97.52794117647059,0.12647058823529278,68.13544117647052,-0.30735294117647527,97.71176470588233,9.945678571428516,97.35882352941181,0.1,8307.809811306384,13456563.520530397,1.0642647058823513,1.0945588235294181,0.8694470588235301,15.897205882352921,6.0,5.8,13.096,100.0,0.49538103,99.04233,3.4995094651727725,4.178549696229889,191.29565
Slovenia,SVN,2018,80.861,18.1801552844915,10.98,10.96,10.53,47.207352941176396,0.0,10.170095238095243,2063.8254314712685,83.86914997675701,23.65000000000009,45.91235294117655,0.0,96.77794117647056,9.817047619047628,97.25441176470588,0.1,15667.673656646977,-193777.26176470518,1.1619117647058772,1.0973529411764673,0.9065602941176465,18.083970588235275,2.4,5.4,12.016,100.0,0.19869457,97.225624,13.146380401629388,14.29498660006552,82.39095
Solomon Islands,SLB,2018,69.8061,14.2731157049398,1.62,25.89,25.88,182.04705882352937,0.0,0.2243452380952391,60.35775045794253,86.71617647058838,0.0,42.630735294117585,0.0,104.7661764705881,6.170690476190476,88.22205882352955,0.1,1271.0482589695748,375126.54117647,1.0260294117647106,1.1050000000000004,0.5333058823529413,10.626323529411764,23.6,73.0,8.577655464699909,8.8,1.7734106,64.71782099599137,0.9964178677444652,1.1002826938358663,1.3894602
South Africa,ZAF,2018,65.726,23.8122504048776,8.77,18.65,18.82,287.76911764706165,38.450000000000045,7.678630952380953,877.6930280946253,41.51617647058811,1854.2602941176592,52.28794117647067,47.25294117647081,85.8338235294118,8.600642857142851,81.10441176470567,-0.5807352941174031,7877.896412111819,23457206.888632298,1.031323529411793,0.9702941176469722,0.6571808823529413,12.839705882352943,34.9,677.0,10.342,86.3,2.8506773,64.71782099599137,1.201887407373357,2.556402918942577,1421.1741
Spain,ESP,2018,83.0956,10.1845744948112,10.91,14.29,14.54,31.26029411764648,0.6985294117647243,5.393000000000029,1906.440726794055,104.08088235294144,1030.1852941176476,69.15176470588244,1.4426470588235247,96.99705882352941,10.461666666666702,96.93529411764706,0.1,19321.028480573557,25638703.602941185,0.6,0.5,0.8950485294117643,17.935882352941178,3.2,11.0,11.402,100.0,0.26859707,99.55588,0.8078545647799312,2.5823128253970866,1628.6714
Sri Lanka,LKA,2018,76.4853,20.8478350946817,2.83,27.33,27.51,155.4000000000001,2.1161764705882433,3.0989642857142883,34.520143563427155,119.93956043956041,-1426.220588235301,21.86720588235289,2.1867647058823536,99.05441176470589,3.1851904761904706,98.97794117647058,0.1,1516.6137015011918,-1050.4676470588893,15.167500000000004,14.96264705882352,0.785083823529412,14.381470588235288,7.6,64.0,10.234,29.1,0.64717966,48.00171,0.952468360781474,1.5738000463512305,112.36916
Sudan,SDN,2018,65.5005,58.6936576687446,0.005,28.16,28.11,207.0367647058829,55.174999999999955,0.36192857142859225,221.17672928273532,130.61818181818126,2326.120588235295,39.685781413156974,79.3617647058827,99.95147058823477,11.36465476190483,100.04558823529442,0.37044117647058883,2710.0836691920995,29587997.46323538,4.7444178558997585,4.772889836407936,0.5103617647058822,7.730735294117665,58.9,71.0,4.168,55.7,4.127407,64.71782099599137,0.109338928181094,1.3876056541790225,107.29716
Suriname,SUR,2018,71.4679,29.6641934243254,6.63,26.53,26.79,132.4308823529409,0.0,6.549928571428552,1062.7376948214223,88.10909090909092,0.0,62.61573529411771,0.0,105.88970588235316,4.659488095238089,94.86911764705883,0.17573529411764355,11488.471968431026,261513.49852941185,3.4692647058823525,3.4083823529411763,1.0931661764705751,13.335147058823509,19.0,38.0,8.577655464699909,93.35,1.6804167,55.312035,2.76366990160458,3.322681290341744,12.877228
Sweden,SWE,2018,82.5321,6.29086232136503,9.3,3.63,3.79,51.48235294117649,0.0,7.720238095238102,3815.986032498098,91.20000000000073,26.82794117647063,60.74029411764707,0.0,97.46323529411765,12.56441666666666,97.46323529411765,0.1,18499.86279022065,7433571.992647052,1.4550000000000018,1.3294117647058816,0.9163794117647055,15.796176470588234,2.7,5.4,11.914,100.0,0.22063704,99.69054,3.698809619425005,8.423694569912389,609.1949
Switzerland,CHE,2018,83.5639,10.1481592849367,10.4,7.68,7.27,32.15588235294126,0.0,9.170035714285717,16018.18598179333,83.86914997675701,352.28823529411784,66.45249999999987,0.0,96.73382352941178,14.307869047619079,97.4808823529412,0.1,84393.43369051442,7428765.998529434,0.3367647058823522,0.23470588235294088,0.9540352941176469,16.016029411764706,4.1,6.4,12.962,100.0,0.35637653,96.700005,2.8558799193182534,5.665264081572373,321.45792
Syria,SYR,2018,67.3711,25.9590823017321,0.2,19.94,19.28,180.60588235294108,5.436764705882354,-0.2419047619047774,-43.182322940587255,66.96617647058815,183.29117647058592,56.02441176470575,7.076470588235338,12.358823529411893,2.2644523809523776,18.188235294117476,0.1,383.6015814761922,3357154.375,6.131911764705883,5.908823529411762,0.626725,11.535588235294128,32.6,19.0,7.728,97.2,2.5727155,64.71782099599137,0.2046674344745115,1.2573025938553015,139.97821
Tajikistan,TJK,2018,70.7366,42.3335064710739,0.87,4.4,4.28,151.54411764705947,8.57205882352946,-0.10579761904762108,31.77607748726632,115.12087912087918,-296.7235294117563,31.389264705882397,9.291176470588198,100.46470588235297,7.46810714285715,100.02794117647045,0.1589705882352952,752.1551003430941,5132729.607352942,3.4094117647058795,3.550441176470585,0.6527882352941194,11.893382352941188,28.3,84.0,10.136,81.9,3.0191689,54.38607,2.0339051049953083,2.305542734225404,70.850876
Tanzania,TZA,2018,65.488,21.2944892567993,10.36,22.86,23.13,245.34411764705874,75.91764705882315,2.9509523809523728,0.0,88.2615384615383,-3308.7308823529165,20.559852941176473,101.82058823529405,84.33235294117645,6.627119047619033,81.62058823529424,-1.9619117647059738,8307.809811306384,13456563.520530397,6.27617647058824,6.113235294117658,0.6598513368983958,12.4773440285205,48.0,253.0,6.686,4.9,3.4487495,10.092174,0.9972534949391286,1.7185599470263817,56.283737
Thailand,THA,2018,77.1903,30.0080973964844,7.85,26.92,27.22,117.572058823529,5.207352941176396,6.460547619047617,761.2188886858639,100.18088235294113,718.9147058823146,33.98838235294079,5.910294117647027,99.90294117647056,4.389047619047631,100.14852941176468,-0.15294117647057703,7304.708249294083,30043550.336764723,7.303823529411744,7.2454411764705355,0.7650529411764726,14.551176470588246,10.8,153.0,9.076,82.1,0.79967797,64.71782099599137,2.3042734161890897,2.502688806688611,1478.3762
Togo,TGO,2018,60.6006,55.1042380453434,1.42,27.66,27.75,230.1382352941182,13.214705882352945,0.3274047619047593,45.65516807630593,114.92857142857247,-476.30294117648737,22.260147058823577,19.90882352941179,91.87794117647081,5.895083333333332,103.5426470588236,0.5179411764704582,658.1794582239672,4736488.902941197,5.773382352941155,5.544852941176487,0.48560588235294144,12.72220588235291,68.6,38.0,7.348,8.8,4.6824036,17.88741,1.01028885101106,1.036770844716031,10.085071
Tonga,TON,2018,72.1691,12.6468527417102,0.38,24.97,25.19,109.21176470588262,0.0,-0.043452380952373915,325.9059496704412,60.30588235294135,-0.5529411764705969,73.74794117647025,0.0,58.9014705882355,4.607285714285723,67.30147058823536,0.1,2699.7598352632485,-12672.544117647223,0.1,0.1,0.7317485294117647,14.769999999999996,11.2,9.8,11.34,80.7,1.0347345,29.473215,0.6840231949747582,0.7965417919384599,0.6288607
Trinidad and Tobago,TTO,2018,72.6582,24.3138532652664,6.06,26.43,26.75,127.24264705882342,0.0,7.740238095238112,1032.5916690278245,45.512087912087736,0.0,46.55588235294135,-0.4911764705882149,91.92500000000018,6.378690476190485,65.41911764705878,-0.09455882352941103,17671.09519458539,1018838.3705882356,5.473529411764687,5.59676470588235,0.8043617647058827,13.030735294117633,21.4,19.0,11.168,100.0,1.5685045,64.71782099599137,2.1038125792906577,2.5628031725724845,194.03856
Tunisia,TUN,2018,75.37,25.5228520953696,2.01,20.71,20.83,-8.704411764705583,2.508823529411785,1.3908095238095246,471.5051909209142,100.3323529411764,-27.78970588235279,52.782058823529496,2.097058823529437,98.66029411764706,7.758452380952349,98.66029411764706,0.1,4221.312339911761,1383534.3367646933,6.358382352941177,6.29735294117647,0.7483058823529412,15.330147058823542,17.5,35.0,9.026,99.8,1.3268356,75.33632,0.1279838428111333,1.7963365637009183,121.81989
Turkey,TUR,2018,77.4535,22.8252290987339,1.82,13.11,12.33,42.78676470588107,7.064705882352882,1.437833333333333,180.6067577696831,108.572058823529,-6688.183823529165,64.50058823529412,7.420588235294417,104.60735294117694,5.934250000000006,104.68382352941171,0.1,7596.459398838226,67637119.9911766,4.746911764705885,4.547352941176477,0.7912500000000016,15.374117647058767,11.5,16.0,8.577655464699909,95.2,0.9885148,64.71782099599137,2.723867603138273,3.7385137455812334,1787.8729
Turkmenistan,TKM,2018,69.2718,22.4512669564059,2.93,17.14,17.1,176.10147058823532,6.516176470588237,2.725773809523808,392.40130890358705,98.12087912087914,-18.10441176470613,52.468235294117676,7.398529411764699,100.4573529411764,1.0718095238095202,99.0308823529412,0.1,6714.737150193774,4671356.69264704,3.071911764705881,3.186470588235288,0.7885073529411812,12.655441176470504,43.6,46.0,8.577655464699909,99.9,3.725396,94.79053,2.7371086333174333,4.368059179264571,366.50565
Uganda,UGA,2018,65.7751,33.1279166723642,12.21,23.08,23.2,139.02794117647136,51.563235294117476,0.6292023809526199,81.64070324932709,87.56483516483604,-17759.95441176463,19.36676470588236,66.70294117647063,90.46764705882288,9.214964285714288,80.2235294117645,2.1622058823531916,858.898666476176,25626003.33382368,5.255735294117642,5.229411764705873,0.5184573529411765,10.017794117647057,47.4,200.0,6.522,0.8,3.433144,14.895238,0.9790673703719878,1.4583443759324624,34.92294
Ukraine,UKR,2018,73.5691,17.1041368062157,8.7,9.88,10.11,70.17647058823786,3.7191176470587948,10.780511904761966,273.91717236140903,43.538235294117385,202.057352941134,35.38926470588285,4.254411764705878,42.07794117647063,8.173940476190467,14.13382352941153,-0.08323529411765662,2895.557781992655,-1849962.8161764145,2.0747058823529443,2.15926470588235,0.7727838235294122,15.87705882352941,8.7,80.0,10.816,95.2,0.7435993,88.32258,12.057085761070162,14.025820118206289,1011.9886
